CMDLINE 'c:\Users\Roni\OneDrive - American University of Beirut\Desktop\E-Commerce-Shop\.venv\Scripts\python.exe' profile_customers_service.py
MEM 2.355469 1732890929.2341
MEM 7.941406 1732890929.3475
MEM 8.468750 1732890929.4483
MEM 8.468750 1732890929.5490
MEM 8.468750 1732890929.6495
MEM 8.468750 1732890929.7502
